Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
CAFOFO DA MARLUCE,MURILO DOS SANTOS BARBOSA 05173038500,45841676000146,45841676000146,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,1000,Não Informado,213-5,Empresário (Individual),0,0,2022-03-30,-,-,BRASIL,São Paulo,GUARULHOS,VILA NOVA BONSUCESSO,REMANSO,07176160,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,-
BARAO ALIMENTOS,INDUSTRIA E COMERCIO DE PAES BARAO DE MAUA LTDA,32292457000103,32292457000103,matriz,Fabricação de produtos de panificação industrial,Industria,720000,0,15000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2018-12-20,Alta,-,BRASIL,São Paulo,MAUA,JARDIM BOGUS,ANTONIO BONFANTTE,09320220,-,-,sim,sim,SP,(3) R$360k - R$1M,(1) 1 - 3,Pequena,-,ATIVA,-,-,720000,1091-1/01,0,-,+55 (11) 4576-5562,-,contato@ecoliveira.com.br,OSWALDO ZANARDO|FABRIZIO ZANARDO|LEONARDO ZANARDO|GRAZIELA ZANARDO LOPES,Fabricação de outros produtos alimentícios,10.9,Sudeste,(6) R$600k - R$1M,bar,Não,RUA,14,-
FJ - BEM PAES E DOCES,EDNEIA FERREIRA DOS SANTOS PADARIA,29346297000123,29346297000123,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,566313,4,10000,Não Informado,213-5,Empresário (Individual),0,4,2018-01-03,Média,-,BRASIL,São Paulo,OSASCO,CONCEICAO,MATIAS DE ALBUQUERQUE,06145045,-,-,sim,sim,SP,(3) R$360k - R$1M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,566313,1091-1/02,4,-,+55 (11) 3592-2509,-,bemcosmeticos@hotmail.com,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,56,-
PADARIA E CONFEITARIA ANDRADE,PRISCILA ANTUNES NASCIMENTO DE ANDRADE 33022606877,45889010000168,45889010000168,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,1,Não Informado,213-5,Empresário (Individual),0,0,2022-04-03,-,-,BRASIL,São Paulo,OSASCO,CONCEICAO,MIGUEL ARRAES,06145042,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,-,-
MINI PADARIA SIBELE,MINI PADARIA SIBELE LTDA.,15361027000187,15361027000187,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,100000,Não Informado,206-2,Sociedade Empresária Limitada,0,10,2012-03-30,Média,-,BRASIL,São Paulo,OSASCO,JARDIM ROBERTO,MARIA DOS ANJOS DA CONCEICAO,06170100,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,2,-,+55 (11) 3691-3403,-,margenassessoria@terra.com.br,DAVID FERREIRA DE ARAUJO|EVANDRO XAVIER RIBEIRO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,177,-
-,VIAREGGIO PADARIA LTDA.,04525794000168,04525794000168,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,11,100000,Não Informado,206-2,Sociedade Empresária Limitada,0,20,2001-06-22,Alta,-,BRASIL,São Paulo,GUARULHOS,CENTRO,CAPITAO GABRIEL,07011010,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,11,+55 (11) 6409-9377,+55 (11) 6461-4475,-,juridico.yara@terra.com.br,MARIA DE JESUS ALVES,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,345,-
PADARIA NOVA UNIAO,NOBRE & BRANDAO PANIFICACAO LTDA,12778701000135,12778701000135,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,11,2010-10-15,Média,-,BRASIL,São Paulo,GUARULHOS,CONJUNTO MARCOS FREIRE,MARGINAL SUL,07263740,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,2,"+55 (11) 2402-4779,+55 (11) 2480-4598",+55 (11) 2484-5376,-,contabilidade@sevencontabil.com,WILLIAN ENEAS BRANDAO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,25,SALA  2
ELNYTHUR CONVENIENCIA,RAFAEL AUGUSTO OLIVEIRA LEMOS 40712220852,45931517000132,45931517000132,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,1000,Não Informado,213-5,Empresário (Individual),0,0,2022-04-06,-,-,BRASIL,São Paulo,BARUERI,JARDIM DOS CAMARGOS,AGATA,06410210,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,conveni,Não,RUA,-,-
LANCHONETE MM,MARCONE RODRIGUES FALCAO,08062946000194,08062946000194,matriz,Fabricação de produtos de panificação industrial,Industria,360000,7,5000,Não Informado,213-5,Empresário (Individual),0,15,2006-06-05,Média,-,BRASIL,São Paulo,BARUERI,JARDIM SILVEIRA,BRIGADEIRO MANOEL RODRIGUES JORDAO,06433010,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/01,7,+55 (11) 4247-3097,+55 (11) 7445-1213,-,"marconelanches@hotmail.com,jnacontabil.rh@gmail.com",-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,lanch,Não,AVENIDA,1433,-
BAR E MERCEARIA JN,MERCEARIA JOSE & NADIR PAES E FRIOS LTDA,02001142000107,02001142000107,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,5,30000,Não Informado,206-2,Sociedade Empresária Limitada,0,24,1997-07-16,Alta,-,BRASIL,São Paulo,MAUA,JARDIM HAYDEE,LUIS BENASSO,09370320,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,5,+55 (11) 4543-1545,+55 (11) 4543-1525,-,etpa.mg@terra.com.br,JOAO PAULO OZILIO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar,Não,RUA,319,-
PADELLA MOLHOS,THAYS FERNANDA BARBOSA DE MIRANDA 45105658876,45378033000108,45378033000108,matriz,Fabricação de alimentos e pratos prontos,Industria,-,-,1500,Não Informado,213-5,Empresário (Individual),0,0,2022-02-21,-,-,BRASIL,São Paulo,OSASCO,JARDIM DAS FLORES,EMILIA PENAFIEL,06120140,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1096-1/00,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,-
ACAI DO POSTO,LYKKE COMERCIAL EIRELI,22257571000149,22257571000149,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,78800,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,7,2015-04-15,Média,-,BRASIL,São Paulo,OSASCO,SANTO ANTONIO,INTERNACIONAL,06126010,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,2,+55 (11) 9253-1190,+55 (11) 5661-4631,-,"guimaraes_pedro@hotmail.com,andersonaventura-msn@hotmail.com",ANDERSON APARECIDO RODRIGUES DE SOUZA VENTURA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,posto,Não,AVENIDA,15,LOJA  2
PADARIA TESOURO,PADARIA TESOURO LTDA,10958936000183,10958936000183,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,15000,Não Informado,206-2,Sociedade Empresária Limitada,0,12,2009-06-24,Média,-,BRASIL,São Paulo,SANTANA DE PARNAIBA,CHACARA DO SOLAR III,ESPACIAL,06528088,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,"+55 (11) 4156-4881,+55 (11) 9750-4368",+55 (11) 4448-4109,-,contabil.lm@hotmail.com,SANDRA MARA DE OLIVEIRA ROCHA|DONIZETE MONTEIRO DA ROCHA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,383,SALA  1
PADARIA GABI,GABI CONGELADOS SOCIEDADE UNIPESSOAL LTDA.,08072064000100,08072064000100,matriz,Fabricação de produtos de panificação industrial,Industria,2880000,29,400000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,15,2006-05-31,Média,-,BRASIL,São Paulo,BARUERI,PARQUE VIANA,JATOBA,06449060,-,padariagabi.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,1091-1/01,29,+55 (11) 4303-6410,+55 (11) 4194-3998,-,atendimento@jnaassessoria.com.br,AGUINALDO CALHEIROS DE MORAIS,Fabricação de outros produtos alimentícios,10.9,Sudeste,"(8) +1,2M",padaria,Não,RUA,124,ANDAR TERREO
-,CLAUDEMIR SILVA DE LIMA PADARIA,11054123000121,11054123000121,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,6,30000,Não Informado,213-5,Empresário (Individual),0,12,2009-07-28,Média,-,BRASIL,São Paulo,BARUERI,VILA ENGENHO NOVO,CAFELANDIA,06416150,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,6,-,+55 (11) 4198-0394,-,vicont@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,878,-
PADARIA ESTRELA,BEATRIZ DA SILVA SANTOS 49794145831,45474279000183,45474279000183,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,1500,Não Informado,213-5,Empresário (Individual),0,0,2022-02-28,-,-,BRASIL,São Paulo,OSASCO,JARDIM ROBERTO,GILDO CADASTRO,06172110,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,-,-
-,MINI PADARIA CENTRAL HAROLDO VELOSO LTDA,11235566000119,11235566000119,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,7,20000,Não Informado,206-2,Sociedade Empresária Limitada,1,12,2009-09-14,Média,-,BRASIL,São Paulo,GUARULHOS,CIDADE SERODIO,ESTER,07155060,-,panificadoracentralgru.com.br,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,720000,1091-1/02,10,"+55 (11) 2471-7294,+55 (11) 2461-1232",+55 (11) 2467-1259,-,falecom@realcontabilidade1.com.br,MARIA DE FATIMA LIMA SANTOS|VANDERVAL PATRICIO LIMA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,226,: E 218;
PADARIA RAINHA DO NORMANDIA,PANIFICADORA RAINHA DO NORMANDIA EIRELI,30494534000182,30494534000182,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,100000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,3,2018-05-18,Média,-,BRASIL,São Paulo,GUARULHOS,JARDIM NORMANDIA,JARARATUBA,07252070,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,+55 (11) 2480-0430,+55 (11) 2480-0204,-,fk@fkcontabilidade.com,ANTONIO SOUZA SANTOS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,33,SALA  4
-,PAULO SERGIO DA SILVA BARUERI,01320981000117,01320981000117,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,-,-,Não Informado,213-5,Empresário (Individual),0,25,1996-05-30,Baixa,-,BRASIL,São Paulo,BARUERI,PARQUE IMPERIAL,FREI HENRIQUE SOARES DE COIMBRA,06462190,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,-,+55 (11) 3681-6703,+55 (11) 4198-0394,-,vicont@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar,Não,RUA,413,: FRENTE;
PANIFICADORA E RESTAURANTE MADRI,PANIFICADORA E RESTAURANTE MADRI LTDA,17585444000139,17585444000139,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,50000,Não Informado,206-2,Sociedade Empresária Limitada,0,9,2013-02-08,Média,-,BRASIL,São Paulo,OSASCO,MUNHOZ JUNIOR,JOSE DOMINGUES DE JESUS,06246032,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,2,-,+55 (11) 3599-1794,-,azanotti@uol.com.br,GRAZIELLA AUGUSTA DA SILVA CORDEIRO|JOSE NILSON RIBEIRO NASCIMENTO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,restaurante,Não,RUA,460,-
PADARIA PAO BAO,PANIFICADORA E MINIMERCADO PAO BAO LTDA,14152449000180,14152449000180,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,6,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,11,2011-05-05,Alta,-,BRASIL,São Paulo,BARUERI,PARQUE IMPERIAL,CICERO MOURA TAVARES,06462005,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,6,-,+55 (11) 3602-0391,-,cristiano@solcontadores.com.br,CINTHIA MAYARA DE ARAUJO ABRANTES PEGO|JOSE AMERICO ABRANTES PEGO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,879,-
-,MINIMERCADO E PADARIA LUGUIPAN LTDA,23830694000190,23830694000190,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,30000,Não Informado,206-2,Sociedade Empresária Limitada,0,6,2015-12-11,Média,-,BRASIL,São Paulo,DIADEMA,CENTRO,MOSCOU,09921180,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 2375-0233,-,controlcity@terra.com.br,LUIS ANTONIO FERREIRA|ANA PAULA IGNACIO FERREIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,125,-
-,PADARIA NS LTDA,46025326000174,46025326000174,matriz,Fabricação de produtos de panificação industrial,Industria,360000,-,-,Não Informado,206-2,Sociedade Empresária Limitada,0,40,1981-07-16,Baixa,-,BRASIL,São Paulo,GUARULHOS,MACEDO,MONTEIRO LOBATO,07190970,-,-,não,não,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,-,-,360000,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,1579,TERREO
-,PADARIA E CONFEITARIA RAINHA DO PIRATININGA LTDA,47360136000176,47360136000176,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,1,10000,Não Informado,206-2,Sociedade Empresária Limitada,0,45,1976-09-01,Alta,-,BRASIL,São Paulo,OSASCO,PIRATININGA,AMADOR BUENO,06230100,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,1,+55 (11) 9872-2929,+55 (11) 3687-0995,-,almeguini@almeguini.com.br,MARIA MADALENA DE OLIVEIRA|IZABEL MARIA DE OLIVEIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,1142,-
PADARIA DO ARTUR,PEDRO ARTUR ALVES OLIVEIRA 57708191890,45975592000103,45975592000103,matriz,Fabricação de produtos de panificação industrial,Industria,-,-,5000,Não Informado,213-5,Empresário (Individual),0,0,2022-04-09,-,-,BRASIL,São Paulo,GUARULHOS,JARDIM PRESIDENTE DUTRA,JEREMOABO,07172140,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/01,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,-,-
-,RESTAURANTE E PADARIA BELLA CASA EIRELI,11758227000117,11758227000117,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,94000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,12,2010-03-12,Média,-,BRASIL,São Paulo,EMBU DAS ARTES,GRAMADO,MARCELINO PINTO TEIXEIRA,06816000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,+55 (11) 3326-9676,+55 (11) 4781-0512,-,aleksandra_christinelli_2@hotmail.com,MARIA DE FATIMA NUNES DA SILVA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria|restaurante,Não,RUA,184,-
VB AUREA BRASILEIRA,VALDIR BARBOSA DE FARIAS 62365274404,46031393000100,46031393000100,matriz,Fabricação de alimentos e pratos prontos,Industria,-,-,2000,Não Informado,213-5,Empresário (Individual),0,0,2022-04-14,-,-,BRASIL,São Paulo,SANTANA DE PARNAIBA,CHACARA DAS GARCAS,DOS BEIJA-FLORES,06526010,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1096-1/00,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,CASA
UAI BOLOS CASEIROS BARUERI,RMR COMERCIO DE BOLOS E DOCES LTDA,45385414000114,45385414000114,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,3000,Não Informado,206-2,Sociedade Empresária Limitada,0,0,2022-02-21,-,-,BRASIL,São Paulo,BARUERI,VILA PINDORAMA,CACHOEIRA,06413000,-,-,não,não,SP,-,-,-,-,ATIVA,-,-,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,AVENIDA,-,-
PADARIA S C,PADARIA S.C. LTDA,07175895000144,07175895000144,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,2000,Não Informado,206-2,Sociedade Empresária Limitada,0,17,2004-12-14,Média,-,BRASIL,São Paulo,ITAPECERICA DA SERRA,PARQUE PARAISO,ARGENTINA,06852490,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,0,-,+55 (11) 4165-1996,-,ltpcontabilidade@yahoo.com.br,CLAITON CARDOSO|ELAINE CRISTINA SILVA DOS SANTOS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,781,-
PADARIA PEDROS,PADARIA PEDROS EIRELI,13500493000170,13500493000170,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,100000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,11,2011-03-29,Alta,-,BRASIL,São Paulo,BARUERI,JARDIM DOS CAMARGOS,ESMERALDA,06410170,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,0,-,+55 (11) 4706-3738,-,soc4@segurasolucoes.com,MARIA CELESTE DOS SANTOS PEDRO,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,114,-
-,M.D.A. PADARIA E MERCEARIA LTDA,07205888000148,07205888000148,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,2,-,Não Informado,206-2,Sociedade Empresária Limitada,0,17,2005-01-10,Média,-,BRASIL,São Paulo,OSASCO,PADROEIRA,BENEDITO ALVES TURIBIO,06160000,-,-,não,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,2,-,-,-,tata_bianca_p@hotmail.com,FRANCISCO LUCIANO PEREIRA|ANTONIO LUCIANO PEREIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,305,A
PANIFICADORA RAINHA DO PARQUE,PRISCILA S DOS SANTOS PADARIA,20113203000100,20113203000100,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,9,5000,Não Informado,213-5,Empresário (Individual),0,8,2014-04-22,Média,-,BRASIL,São Paulo,MAUA,PARQUE DAS AMERICAS,BOLIVIA,09350636,-,-,sim,sim,SP,(2) R$81k - R$360k,(2) 4 - 50,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,9,-,+55 (11) 4555-0591,-,guardalivros@uol.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,RUA,12,: A;
PADARIA ANA LUIZA,RENATA & CHINA PAES E DOCES LTDA,07312712000195,07312712000195,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,0,5000,Não Informado,206-2,Sociedade Empresária Limitada,0,17,2005-03-23,Média,-,BRASIL,São Paulo,ITAPECERICA DA SERRA,PARQUE PARAISO,PIAUI,06852000,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,360000,1091-1/02,0,-,+55 (11) 4667-1246,-,fiscocenter95@terra.com.br,ANDERSON ROGERIO GONCALVES YOGUI|RENATA ROBERTA DOS SANTOS,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,549,-
BAKERY,PADARIA E CONFEITARIA BAKERY LTDA,41931878000128,41931878000128,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,1000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2021-05-13,-,-,BRASIL,São Paulo,COTIA,RECANTO DOS VICTOR'S,ITAPETI,06717275,-,-,não,não,SP,-,-,-,-,ATIVA,Não,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,CLAUDIANA DE FARIAS PEREIRA,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,242,QUADRAI                   LOTE  L36                 LOJA  3
PADARIA DOIS IRMAOS,JOSE DANIEL DOS SANTOS PAES E DOCES,10399555000101,10399555000101,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,-,25000,Não Informado,213-5,Empresário (Individual),0,13,2008-09-18,Baixa,-,BRASIL,São Paulo,MAUA,VILA SANTA CECILIA,AYRTON SENNA DA SILVA,09380440,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,-,+55 (11) 4514-1110,+55 (11) 2778-0261,-,asscon.contab@itelefonica.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,padaria,Não,AVENIDA,553,-
PADARIA EFATA,EDUARDO DE SANTANA 37063976842,24080366000186,24080366000186,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,3000,Não Informado,213-5,Empresário (Individual),0,6,2016-01-29,-,-,BRASIL,São Paulo,BARUERI,PARQUE DOS CAMARGOS,REGINA,06436100,-,-,sim,sim,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,+55 (11) 4188-8260,-,edusantana07@yahoo.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,padaria,Não,RUA,252,CASA
SALGADOS DO JAPA,LANCHONETE OKAJIMA LTDA,39456953000102,39456953000102,matriz,Fabricação de alimentos e pratos prontos,Industria,101523,1,20000,Não Informado,206-2,Sociedade Empresária Limitada,0,1,2020-10-16,Média,-,BRASIL,São Paulo,COTIA,JARDIM LEONOR,COAPA,06700241,-,-,sim,sim,SP,(2) R$81k - R$360k,(1) 1 - 3,Micro,-,ATIVA,Não,Optante pelo Simples,101523,1096-1/00,1,-,+55 (11) 3406-5517,-,fiscal@consultoriaprocesp.com,AURO TOCHINORI NAGATA,Fabricação de outros produtos alimentícios,10.9,Sudeste,(3) R$81k - R$150k,lanch,Não,RUA,109,-
-,JOSE CARLOS BEZERRA BARBOSA-PANIFICADORA,11318562000102,11318562000102,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,360000,-,16000,Não Informado,213-5,Empresário (Individual),0,15,2006-08-09,Baixa,-,BRASIL,São Paulo,GUARULHOS,JARDIM DOS CARDOSO,ONZE,07075410,-,-,sim,sim,SP,(2) R$81k - R$360k,-,Micro,-,ATIVA,Não,Não Optante,360000,1091-1/02,-,"+55 (11) 4963-2414,+55 (11) 2511-8922",+55 (11) 4963-3017,-,marimarbri@yahoo.com.br,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,(5) R$350k - R$600k,bar,Não,RUA,370,-
DOCES DA BAH CONFEITARIA ARTESANAL,BARBARA CLEICE BARBOSA DA SILVA 02432813588,45827372000124,45827372000124,matriz,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,Industria,-,-,2000,Não Informado,213-5,Empresário (Individual),0,0,2022-03-29,-,-,BRASIL,São Paulo,OSASCO,SAO PEDRO,VALDIR SOARES LOPES,06172187,-,-,não,não,SP,-,-,-,-,ATIVA,Sim,Optante pelo Simples,-,1091-1/02,-,-,-,-,-,-,Fabricação de outros produtos alimentícios,10.9,Sudeste,-,bar,Não,RUA,-,CASA
